Battery,cycle,capacity_Ah,soh_pct,capacity_fade_pct,charge_duration_min,discharge_dur_min,energy_Wh,max_temp_C
B0006,150,1.2534354284944844,62.67,38.42,62.67,37.63,4.2168,40.48669970870626
B0006,151,1.28980487732669,64.49,36.63,64.49,38.72,4.365,41.30113164409644
B0006,152,1.2635402021758837,63.18,37.92,63.18,37.94,4.2635,41.349136092975066
B0006,153,1.2479761706842851,62.4,38.68,62.4,37.47,4.2062,41.17082107159913
B0006,154,1.2321202877943334,61.61,39.46,61.61,37.15,4.1461,41.17267611588762
B0006,155,1.2271137666213534,61.36,39.71,61.36,37.01,4.1239,41.235237260637895
B0006,156,1.2217397581377356,61.09,39.97,61.09,36.69,4.1067,41.13437879927637
B0006,157,1.211102678915174,60.56,40.5,60.56,36.53,4.0669,41.1758055696084
B0006,158,1.2056159765131735,60.28,40.77,60.28,36.37,4.0458,41.16924408213961
B0006,159,1.2008936262717274,60.04,41.0,60.04,36.22,4.0278,41.20963177527846
B0006,160,1.1905903985558337,59.53,41.5,59.53,35.91,3.9935,41.18998426372704
B0006,161,1.185179251041941,59.26,41.77,59.26,35.76,3.9752,41.20508533594191
B0006,162,1.1796706818144624,58.98,42.04,58.98,35.59,3.9556,41.23351532306028
B0006,163,1.1745952836753917,58.73,42.29,58.73,35.44,3.9341,41.23744939089352
B0006,164,1.15381833159625,57.69,43.31,57.69,34.82,3.8613,41.11173095531557
B0006,165,1.1644009557372264,58.22,42.79,58.22,34.98,3.9,41.219095969498746
B0006,166,1.1587974947916069,57.94,43.07,57.94,34.97,3.876,41.420868237132346
B0006,167,1.1749748834769171,58.75,42.27,58.75,35.44,3.9449,41.017462746887134
B0006,168,1.1856752327929356,59.28,41.75,59.28,35.75,3.9892,41.36263766174168
B0007,1,1.89105229539079,94.55,0.0,94.55,57.52,6.7028,40.428784405065336
B0007,2,1.8806370276868591,94.03,0.55,94.03,57.22,6.6844,40.06396596310204
B0007,3,1.8806626717011388,94.03,0.55,94.03,57.22,6.6855,40.06529808080017
B0007,4,1.8807709009833444,94.04,0.54,94.04,57.22,6.6833,40.06561722287998
B0007,5,1.879450872828505,93.97,0.61,93.97,57.19,6.6777,40.02189454407991
B0007,6,1.8807003517117404,94.04,0.55,94.04,56.89,6.699,39.54634677318232
B0007,7,1.8799352523566075,94.0,0.59,94.0,56.87,6.6971,39.63299373681813
B0007,8,1.88150881240388,94.08,0.5,94.08,56.92,6.7017,39.69675815167878
B0007,9,1.8696907870385844,93.48,1.13,93.48,56.89,6.6567,39.73113999618212
B0007,10,1.8700523801391988,93.5,1.11,93.5,56.9,6.6544,39.78751273835835
B0007,11,1.8700442394188577,93.5,1.11,93.5,56.9,6.65,39.84729168320297
B0007,12,1.8596518987766364,92.98,1.66,92.98,56.58,6.6206,39.94408372603611
B0007,13,1.8590746560862208,92.95,1.69,92.95,56.57,6.6209,39.79308171724752
B0007,14,1.8590084577709232,92.95,1.69,92.95,56.57,6.6133,39.881168719114655
B0007,15,1.8593622586957048,92.97,1.68,92.97,56.24,6.6289,39.298402683371634
B0007,16,1.8587355450601035,92.94,1.71,92.94,56.22,6.6219,39.36294233760186
B0007,17,1.847817291322145,92.39,2.29,92.39,56.23,6.5763,39.628948319501816
B0007,18,1.8485252916137047,92.43,2.25,92.43,55.91,6.591,39.22534721491488
B0007,19,1.8483789518500344,92.42,2.26,92.42,55.91,6.5857,39.4126321606434
B0007,20,1.8807805437609768,94.04,0.54,94.04,57.24,6.6967,39.7376718480094
B0007,21,1.88147215974436,94.07,0.51,94.07,57.25,6.7015,40.03374471896789
B0007,22,1.8810954313244783,94.05,0.53,94.06,56.92,6.7103,39.199327542698825
B0007,23,1.8710089649779995,93.55,1.06,93.55,56.94,6.6625,39.226247889930185
B0007,24,1.8701995151941373,93.51,1.1,93.51,56.92,6.6527,39.34570363911702
B0007,25,1.8706715362800983,93.53,1.08,93.53,56.6,6.6669,38.869069122172725
B0007,26,1.8596124644020169,92.98,1.66,92.98,56.59,6.618,39.11839966443177
B0007,27,1.860033909718346,93.0,1.64,93.0,56.28,6.6299,38.68010761281634
B0007,28,1.8591653109160768,92.96,1.69,92.96,56.25,6.6205,38.863045678198645
B0007,29,1.8481398178778288,92.41,2.27,92.41,56.25,6.575,39.14531169811219
B0007,30,1.849201702126164,92.46,2.21,92.46,55.95,6.5869,38.8380564174779
B0007,31,1.8834677437950849,94.17,0.4,94.17,57.19,6.7148,38.82347238972864
B0007,32,1.8628211117905844,93.14,1.49,93.14,56.58,6.6427,39.05387577229197
B0007,33,1.852085039652352,92.6,2.06,92.6,56.26,6.6031,38.69955169797861
B0007,34,1.8469504648208708,92.35,2.33,92.35,56.11,6.5764,38.6052414906155
B0007,35,1.8368284311690184,91.84,2.87,91.84,55.81,6.5423,38.42604747702835
B0007,36,1.837161961967228,91.86,2.85,91.86,55.81,6.5437,39.0468968949422
B0007,37,1.8316722583718847,91.58,3.14,91.58,55.65,6.5183,38.83676495861389
B0007,38,1.8211470951317783,91.06,3.7,91.06,55.33,6.4849,38.49981470604549
B0007,39,1.8165060915115148,90.83,3.94,90.82,55.2,6.4631,38.58234014797077
B0007,40,1.811381560150456,90.57,4.21,90.57,55.03,6.4475,38.787499833494046
B0007,41,1.8116056333939583,90.58,4.2,90.58,55.04,6.4481,39.31221126031847
B0007,42,1.8060548955557405,90.3,4.49,90.3,54.87,6.4292,39.40567993360536
B0007,43,1.8132041826994056,90.66,4.12,90.66,54.86,6.4493,39.32802757827611
B0007,44,1.8062641938283528,90.31,4.48,90.31,54.88,6.4246,38.6112528181758
B0007,45,1.7958310249900458,89.79,5.04,89.79,54.56,6.3806,38.56972695128688
B0007,46,1.7858852600390451,89.29,5.56,89.3,54.26,6.3483,38.34572083526661
B0007,47,1.7803268604502749,89.02,5.86,89.02,54.09,6.3245,38.48254063494672
B0007,48,1.8150756899575573,90.75,4.02,90.75,55.16,6.4716,41.0499421893331
B0007,49,1.815702515484584,90.79,3.98,90.79,55.16,6.4775,40.361944885615415
B0007,50,1.8002432178056669,90.01,4.8,90.01,54.7,6.4144,39.6676965288026
B0007,51,1.7904476205609308,89.52,5.32,89.52,54.4,6.3734,39.48118140481109
B0007,52,1.780343032300132,89.02,5.85,89.02,54.1,6.3335,39.257807454193895
B0007,53,1.775328769596812,88.77,6.12,88.77,53.94,6.3116,39.53594168730464
B0007,54,1.7702629734732849,88.51,6.39,88.51,53.78,6.2939,39.892667037265504
B0007,55,1.7600810618542042,88.0,6.93,88.0,53.48,6.2561,39.5247460038815
B0007,56,1.749647593537689,87.48,7.48,87.48,53.33,6.2098,39.68158685879704
B0007,57,1.7496500750593111,87.48,7.48,87.48,53.16,6.209,39.57521208353014
B0007,58,1.7450287392146833,87.25,7.72,87.25,53.02,6.1917,39.937499452364456
B0007,59,1.7396457455286731,86.98,8.01,86.98,52.86,6.1755,40.09428614357768
B0007,60,1.7285642277717963,86.43,8.59,86.43,52.69,6.1288,39.97280805327176
B0007,61,1.7239003245884184,86.2,8.84,86.2,52.4,6.1154,39.76576683956608
B0007,62,1.7139788776485192,85.7,9.36,85.7,52.25,6.0708,39.82084507228542
B0007,63,1.7139701997004613,85.7,9.36,85.7,52.09,6.0758,40.06434070224277
B0007,64,1.7036521173638766,85.18,9.91,85.18,51.95,6.0322,39.77068017712485
B0007,65,1.7040137474382486,85.2,9.89,85.2,51.79,6.0382,40.205778207762094
B0007,66,1.6935716157343033,84.68,10.44,84.68,51.47,5.9997,40.00361815510674
B0007,67,1.6876577363877656,84.38,10.76,84.38,51.3,5.9749,39.983520662893966
B0007,68,1.6830744356583152,84.15,11.0,84.15,51.16,5.9572,40.0217328031504
B0007,69,1.6779270142025482,83.9,11.27,83.9,51.0,5.9382,40.09830095493444
B0007,70,1.6732060275966172,83.66,11.52,83.66,50.86,5.9197,40.15505079708685
B0007,71,1.6674367208253988,83.37,11.82,83.37,50.68,5.8966,40.139585395321454
B0007,72,1.6622662630667526,83.11,12.1,83.11,50.53,5.8769,40.14612151751924
B0007,73,1.6574243065763063,82.87,12.35,82.87,50.39,5.8565,40.21764013656614
B0007,74,1.652538684928734,82.63,12.61,82.63,50.24,5.8366,40.26991600965302
B0007,75,1.6472174627573322,82.36,12.89,82.36,50.07,5.8166,40.20698228752917
B0007,76,1.6364136810898071,81.82,13.47,81.82,49.92,5.7745,40.246037347166
B0007,77,1.6362554312048496,81.81,13.47,81.81,49.91,5.7716,40.0516731914792
B0007,78,1.641119179218384,82.06,13.22,82.06,50.06,5.7941,40.48445473133732
B0007,79,1.6315700789656966,81.58,13.72,81.58,49.61,5.7538,39.79237107945201
B0007,80,1.621213282987236,81.06,14.27,81.06,49.46,5.71,39.90320158256695
B0007,81,1.6164273214762122,80.82,14.52,80.82,49.31,5.6948,40.16211452657471
B0007,82,1.6158235101619207,80.79,14.55,80.79,49.29,5.6927,40.65588952384415
B0007,83,1.61672418029789,80.84,14.51,80.84,49.16,5.6996,40.67013706843653
B0007,84,1.6108655863730026,80.54,14.82,80.54,48.98,5.6769,40.5775261014646
B0007,85,1.6006603374309376,80.03,15.36,80.03,48.83,5.6341,40.439196974377495
B0007,86,1.5959174487005665,79.8,15.61,79.8,48.69,5.609,40.38020509889158
B0007,87,1.5962179519462243,79.81,15.59,79.81,48.53,5.6181,40.55692556015809
B0007,88,1.5958065114633972,79.79,15.61,79.79,48.53,5.6177,40.869434481811616
B0007,89,1.5906507821480704,79.53,15.89,79.53,48.54,5.5927,41.152199588011
B0007,90,1.6888211161855506,84.44,10.69,84.44,51.48,5.9692,40.775313862227634
B0007,91,1.6259938279733204,81.3,14.02,81.3,49.59,5.7371,41.11269032036178
B0007,92,1.6157433862812898,80.79,14.56,80.79,49.28,5.6944,41.18751339096014
B0007,93,1.6056626764846538,80.28,15.09,80.28,48.98,5.6547,41.0174224655189
B0007,94,1.5949746921524348,79.75,15.66,79.75,48.66,5.616,40.75166671520565
B0007,95,1.5904102438871943,79.52,15.9,79.52,48.52,5.5958,40.776560539991095
B0007,96,1.5853517062988178,79.27,16.17,79.27,48.37,5.5774,40.83166343948914
B0007,97,1.5799737147242376,79.0,16.45,79.0,48.2,5.5575,40.80901190938632
B0007,98,1.5752185465278068,78.76,16.7,78.76,48.06,5.54,40.85871165572172
B0007,99,1.5697984846488682,78.49,16.99,78.49,47.9,5.519,40.85947006208415
B0007,100,1.5702565375950357,78.51,16.96,78.51,47.75,5.5216,40.83076008651047
B0007,101,1.5652498739094385,78.26,17.23,78.26,47.76,5.4959,41.11177965652973
B0007,102,1.5596339335611469,77.98,17.53,77.98,47.59,5.4773,41.02198691321317
B0007,103,1.5649820533392105,78.25,17.24,78.25,47.75,5.4954,41.0301567487976
B0007,104,1.57497949984227,78.75,16.71,78.75,48.06,5.5422,41.64828391430545
B0007,105,1.5652811168780458,78.26,17.23,78.26,47.76,5.4997,41.66844996015672
B0007,106,1.5597554974701258,77.99,17.52,77.99,47.43,5.4837,41.28896111788564
B0007,107,1.549897685670499,77.49,18.04,77.49,47.28,5.4375,41.41061840592637
B0007,108,1.543877153134502,77.19,18.36,77.19,47.11,5.4208,41.22489756015607
B0007,109,1.5450187488690073,77.25,18.3,77.25,47.14,5.4233,41.628894550758574
B0007,110,1.5445940154102908,77.23,18.32,77.23,46.97,5.425,41.580531007260106
B0007,111,1.5343086721758876,76.72,18.86,76.71,46.83,5.3829,41.41771952967064
B0007,112,1.5287603942958483,76.44,19.16,76.44,46.66,5.3615,41.34385149164947
B0007,113,1.5289260249179843,76.45,19.15,76.45,46.66,5.3623,41.61182151115944
B0007,114,1.529091650133123,76.45,19.14,76.46,46.66,5.3595,41.9939097413463
B0007,115,1.5239059324661248,76.2,19.41,76.19,46.52,5.3401,41.804563527140616
B0007,116,1.5186675419100617,75.93,19.69,75.93,46.36,5.3202,41.573207520626006
B0007,117,1.5136482266426952,75.68,19.96,75.68,46.21,5.2995,41.47252918862011
B0007,118,1.5136050185229033,75.68,19.96,75.68,46.2,5.3004,41.748008904722944
B0007,119,1.5139470614867965,75.7,19.94,75.7,46.21,5.303,42.0837292273589
B0007,120,1.5339599193158786,76.7,18.88,76.7,46.82,5.375,41.39523619862162
B0007,121,1.5391372798653098,76.96,18.61,76.96,46.81,5.4078,41.29180260784525
B0007,122,1.5236247972838737,76.18,19.43,76.18,46.51,5.3393,41.29465135543632
B0007,123,1.5135813035589147,75.68,19.96,75.68,46.21,5.302,40.93833286137809
B0007,124,1.5077850749847914,75.39,20.27,75.39,46.03,5.2794,40.88025399949691
B0007,125,1.5031960676037333,75.16,20.51,75.16,45.89,5.2615,40.88127612662327
B0007,126,1.497822059699588,74.89,20.79,74.89,45.73,5.2422,40.83189069697176
B0007,127,1.492848534633516,74.64,21.06,74.64,45.58,5.2233,40.807327050194274
B0007,128,1.492414389867026,74.62,21.08,74.62,45.42,5.2198,40.686641340153976
B0007,129,1.4874827765380811,74.37,21.34,74.37,45.42,5.1954,40.86486332049539
B0007,130,1.4825351486404108,74.13,21.6,74.13,45.28,5.1792,40.77473394603251
B0007,131,1.4827874322228984,74.14,21.59,74.14,45.12,5.1816,40.72166278832649
B0007,132,1.476971179775059,73.85,21.9,73.85,45.11,5.1553,40.84540579465967
B0007,133,1.4819015554137276,74.1,21.64,74.1,45.26,5.1797,40.69617126279692
B0007,134,1.4981366198874824,74.91,20.78,74.91,45.58,5.2459,40.93274509035554
B0007,135,1.4820775214392872,74.1,21.63,74.1,45.26,5.1825,40.87492605424949
B0007,136,1.4771155312812152,73.86,21.89,73.86,45.12,5.1558,40.894856898384425
B0007,137,1.4720772783056488,73.6,22.16,73.6,44.96,5.1339,40.73201932808003
B0007,138,1.4722480136564542,73.61,22.15,73.61,44.8,5.1426,40.81695538185939
B0007,139,1.4670106672274663,73.35,22.42,73.35,44.81,5.1225,41.06935617926997
B0007,140,1.4617672495335383,73.09,22.7,73.09,44.65,5.1015,40.85275275873502
B0007,141,1.4566952670489708,72.83,22.97,72.84,44.49,5.0779,40.67973163870937
B0007,142,1.451354972758956,72.57,23.25,72.57,44.33,5.0581,40.52765679634122
B0007,143,1.451615926257375,72.58,23.24,72.58,44.33,5.0612,40.81149673033023
B0007,144,1.4468161332173683,72.34,23.49,72.34,44.19,5.0457,40.721975999250816
B0007,145,1.4467570607768785,72.34,23.49,72.34,44.2,5.0357,40.75875355611407
B0007,146,1.4413797481446793,72.07,23.78,72.07,44.03,5.0128,40.5960471432513
B0007,147,1.4362456252208178,71.81,24.05,71.81,43.87,4.9972,40.446471710483216
B0007,148,1.4368154153924828,71.84,24.02,71.84,43.88,4.9996,40.71353875268081
B0007,149,1.4362945145860049,71.81,24.05,71.82,43.87,4.9955,40.86285832238215
B0007,150,1.4418575315878015,72.09,23.75,72.09,44.04,5.0099,40.56969934012631
B0007,151,1.4672063484781797,73.36,22.41,73.36,44.64,5.1244,40.52818743981595
B0007,152,1.4518640367848883,72.59,23.22,72.59,44.34,5.0595,40.75679533191718
B0007,153,1.44713797527485,72.36,23.47,72.36,44.04,5.0446,40.441766344932425
B0007,154,1.4417905865623992,72.09,23.76,72.09,43.88,5.023,40.400629022259295
B0007,155,1.431630947911111,71.58,24.29,71.58,43.73,4.9844,40.388025710616006
B0007,156,1.4318084249673686,71.59,24.29,71.59,43.74,4.9767,40.635154043056936
B0007,157,1.4262562585106868,71.31,24.58,71.31,43.57,4.9618,40.44154248401996
B0007,158,1.4260877528924911,71.3,24.59,71.31,43.41,4.9609,40.33246771652526
B0007,159,1.4212633510031694,71.06,24.84,71.06,43.42,4.9373,40.592486196750045
B0007,160,1.4163272748795108,70.82,25.1,70.82,43.27,4.9247,40.44622578982281
B0007,161,1.4165781829175994,70.83,25.09,70.83,43.28,4.9184,40.7113405974859
B0007,162,1.4108401729425175,70.54,25.39,70.54,43.11,4.9031,40.53404994309629
B0007,163,1.4109949628347804,70.55,25.39,70.55,43.11,4.8969,40.67414585258148
B0007,164,1.4061714290398797,70.31,25.64,70.31,42.97,4.8837,40.53416887153274
B0007,165,1.4063358479692922,70.32,25.63,70.32,42.97,4.8793,40.75998783542229
B0007,166,1.4004552399066514,70.02,25.94,70.02,42.79,4.863,40.60518816724856
B0007,167,1.4217865046055154,71.09,24.82,71.09,43.43,4.9416,40.65639258944407
B0007,168,1.4324552720625434,71.62,24.25,71.62,43.75,4.9955,40.29759633066285
B0018,1,1.8550045207910817,92.75,0.0,92.75,55.63,6.5596,38.0711698137954
B0018,2,1.8431955317089987,92.16,0.64,92.16,55.3,6.534,38.089601873731226
B0018,3,1.8396018424355425,91.98,0.83,91.98,55.2,6.5254,37.48191701356741
B0018,4,1.8306736044962053,91.53,1.31,91.53,54.93,6.4948,36.98405713758593
B0018,5,1.8327002069419656,91.64,1.2,91.64,54.96,6.514,38.147535095538046
B0018,6,1.8285288846046388,91.43,1.43,91.43,54.86,6.5042,38.10753509760058
B0018,7,1.8212011895697924,91.06,1.82,91.06,54.48,6.4825,37.58357270953031
B0018,8,1.815170010643328,90.76,2.15,90.76,54.29,6.4568,37.3184121432918
B0018,9,1.8042980520967649,90.21,2.73,90.21,54.13,6.4159,37.20433928091077
B0018,10,1.8231002302844224,91.16,1.72,91.16,54.69,6.4803,37.425341588465415
B0018,11,1.8121253520255487,90.61,2.31,90.61,54.38,6.4473,37.644744202024505
B0018,12,1.8046916382117768,90.23,2.71,90.24,53.99,6.4215,37.33609990125393
B0018,13,1.790844349786295,89.54,3.46,89.54,53.59,6.3706,36.86738796169136
B0018,14,1.783470722841926,89.17,3.86,89.17,53.36,6.3392,36.603235149147785
B0018,15,1.7809386125310702,89.05,3.99,89.05,53.43,6.3317,37.03299324564395
B0018,16,1.7712090396726985,88.56,4.52,88.56,53.16,6.2995,37.58137605860513
B0018,17,1.7686303996707076,88.43,4.66,88.43,52.92,6.292,37.539269380140006
B0018,18,1.7536304801917124,87.68,5.46,87.68,52.48,6.2366,37.06827274405187
B0018,19,1.7462197416415093,87.31,5.86,87.31,52.26,6.1996,36.6839193585151
B0018,20,1.7376647337053737,86.88,6.33,86.88,52.18,6.1647,36.42019668187144
B0018,21,1.7315166735475835,86.58,6.66,86.58,51.81,6.1433,36.2705433192296
B0018,22,1.7085949894470602,85.43,7.89,85.43,51.31,6.056,36.421376233394135
B0018,23,1.7114699570682108,85.57,7.74,85.57,51.22,6.0675,36.37111536545846
B0018,24,1.7075021373272627,85.38,7.95,85.38,51.11,6.0511,36.277265430122725
B0018,25,1.7492382064360228,87.46,5.7,87.46,52.33,6.2043,36.50809345894971
B0018,26,1.7327697147429957,86.64,6.59,86.64,52.01,6.1488,37.272103613203534
B0018,27,1.7222313328292376,86.11,7.16,86.11,51.52,6.1179,37.484318794075584
B0018,28,1.711846298984729,85.59,7.72,85.59,51.22,6.0771,37.44591895967972
B0018,29,1.6992678351266868,84.96,8.4,84.96,51.03,6.0221,37.37929193731929
B0018,30,1.6940366439243106,84.7,8.68,84.7,50.69,6.0059,37.10967106898499
B0018,31,1.6819027078768087,84.1,9.33,84.1,50.32,5.9606,37.21868803130104
B0018,32,1.6769770618433686,83.85,9.6,83.85,50.17,5.9407,37.59506014554184
B0018,33,1.6655229306478936,83.28,10.21,83.28,49.84,5.8982,37.72573404565284
B0018,34,1.6571924575832084,82.86,10.66,82.86,49.6,5.8621,37.52606074622505
B0018,35,1.6482241555294048,82.41,11.15,82.41,49.51,5.8274,37.384038172918025
B0018,36,1.6387701497987262,81.94,11.66,81.94,49.24,5.7848,37.39793737529416
B0018,37,1.6276486907262062,81.38,12.26,81.38,48.71,5.749,37.21688662599136
B0018,38,1.62215370227252,81.11,12.55,81.11,48.72,5.7237,37.73302692828877
B0018,39,1.6140066510467586,80.7,12.99,80.7,48.49,5.6904,37.841989781229785
B0018,40,1.6760516154424625,83.8,9.65,83.8,50.34,5.9225,37.2696094894026
B0018,41,1.649300642552199,82.47,11.09,82.46,49.36,5.8313,37.17851155117441
B0018,42,1.63238299185809,81.62,12.0,81.62,49.05,5.7614,37.145556954500414
B0018,43,1.6164159719025777,80.82,12.86,80.82,48.58,5.6975,37.0387210082244
B0018,44,1.6109028378249377,80.55,13.16,80.54,48.22,5.6756,36.80724434189988
B0018,45,1.5954638693695655,79.77,13.99,79.77,47.95,5.6164,36.83074553841781
B0018,46,1.7267074400857645,86.34,6.92,86.34,51.85,6.1195,36.59465442180326
B0018,47,1.7165673917429751,85.83,7.46,85.83,51.38,6.0891,36.60468095517924
B0018,48,1.6958235570934848,84.79,8.58,84.79,50.76,6.0121,36.60941516327632
B0018,49,1.6777783190792557,83.89,9.55,83.89,50.22,5.9415,36.64790759307344
B0018,50,1.6606586897774192,83.03,10.48,83.03,49.69,5.8762,36.64251204275912
B0018,51,1.6664109274827466,83.32,10.17,83.32,49.87,5.9044,37.218342436618784
B0018,52,1.6468336174407805,82.34,11.22,82.34,49.48,5.8254,37.337248455152285
B0018,53,1.6257639928779952,81.29,12.36,81.29,48.67,5.75,36.99461076469677
B0018,54,1.6121577411874597,80.61,13.09,80.61,48.45,5.6907,37.03307918151261
B0018,55,1.6057366823755344,80.29,13.44,80.29,48.25,5.6656,37.026048931109145
B0018,56,1.673645314879889,83.68,9.78,83.68,50.08,5.9116,37.01360881264833
B0018,57,1.6404348572349936,82.02,11.57,82.02,49.1,5.8029,37.13999502043664
B0018,58,1.6132653317422077,80.66,13.03,80.66,48.48,5.6961,37.24312487153826
B0018,59,1.5920964324686278,79.6,14.17,79.6,47.85,5.6133,37.21612640271805
B0018,60,1.5866011820698824,79.33,14.47,79.33,47.5,5.5909,37.1063495531188
B0018,61,1.580076649033625,79.0,14.82,79.0,47.29,5.5669,37.06309763144146
B0018,62,1.5641732953289167,78.21,15.68,78.21,47.02,5.5043,37.38044606479493
B0018,63,1.5556182721939218,77.78,16.14,77.78,46.57,5.4736,37.27421365851993
B0018,64,1.5402045278637395,77.01,16.97,77.01,46.31,5.4124,37.36155077653238
B0018,65,1.5321613015959863,76.61,17.4,76.61,46.07,5.3776,37.4240706098966
B0018,66,1.5316232403693415,76.58,17.43,76.58,46.05,5.3741,37.32170855453938
B0018,67,1.5222595950771978,76.11,17.94,76.11,45.57,5.3409,37.21803909766334
B0018,68,1.5065267126851285,75.33,18.79,75.33,45.3,5.2748,37.36146310752568
B0018,69,1.5014219556532926,75.07,19.06,75.07,45.15,5.2545,37.42277934016961
B0018,70,1.4963534117486457,74.82,19.33,74.82,45.0,5.2301,37.49473111043237
B0018,71,1.5334262000312422,76.67,17.34,76.67,46.1,5.3778,37.595200808006354
B0018,72,1.523845267514426,76.19,17.85,76.19,45.62,5.3453,37.76481484354
B0018,73,1.501192099426124,75.06,19.07,75.06,45.14,5.2527,37.78398551406109
B0018,74,1.492417671450291,74.62,19.55,74.62,44.88,5.2215,37.78514285378528
B0018,75,1.483323851940123,74.17,20.04,74.17,44.62,5.1857,37.6559139355
B0018,76,1.4807376792294196,74.04,20.18,74.04,44.53,5.1747,37.654809817103455
B0018,77,1.4735077809902477,73.68,20.57,73.68,44.11,5.1489,37.737596057118175
B0018,78,1.46801928526661,73.4,20.86,73.4,44.16,5.1246,38.09038375777367
B0018,79,1.458092355711902,72.9,21.4,72.9,43.86,5.084,38.00992689757296
B0018,80,1.44786609888914,72.39,21.95,72.39,43.56,5.0402,37.85828309176389
B0018,81,1.4527808777541982,72.64,21.68,72.64,43.71,5.0619,37.61605801135635
B0018,82,1.4425356364492432,72.13,22.24,72.13,43.18,5.0238,37.7246970891929
B0018,83,1.4392712877203313,71.96,22.41,71.96,43.09,5.0138,37.98551681587083
B0018,84,1.4286475681888218,71.43,22.98,71.43,42.98,4.9739,38.19674988450911
B0018,85,1.4249026750004896,71.25,23.19,71.24,42.67,4.9572,38.01732029246076
B0018,86,1.4698115324524124,73.49,20.77,73.49,44.21,5.1269,37.88680244835222
B0018,87,1.4525819651050202,72.63,21.69,72.63,43.71,5.0615,38.01304962019312
B0018,88,1.4428341989087938,72.14,22.22,72.14,43.2,5.0236,37.75581165232301
B0018,89,1.4283760588079488,71.42,23.0,71.42,42.99,4.9615,37.85013725897721
B0018,90,1.4154547844370715,70.77,23.7,70.77,42.39,4.9161,37.463991469172406
B0018,91,1.454576670077708,72.73,21.59,72.73,43.55,5.0681,38.00393175295693
B0018,92,1.4283179548274056,71.42,23.0,71.42,42.98,4.968,38.197040570889705
B0018,93,1.4197026883204058,70.99,23.47,70.98,42.72,4.9351,38.32492774124768
B0018,94,1.4155606630306516,70.78,23.69,70.78,42.6,4.918,38.3538628354355
B0018,95,1.405680035419228,70.28,24.22,70.28,42.3,4.8745,38.336319971243576
B0018,96,1.4084461071166137,70.42,24.07,70.42,42.39,4.8871,38.31066138715079
B0018,97,1.3968547782872414,69.84,24.7,69.84,42.04,4.8432,38.34554779521408
B0018,98,1.3935670371440676,69.68,24.88,69.68,41.72,4.8337,38.26069911966897
B0018,99,1.3893644292809475,69.47,25.1,69.47,41.6,4.8183,38.38622612946944
B0018,100,1.3785651415666709,68.93,25.68,68.93,41.5,4.7737,38.44569270871778
B0018,101,1.384901110085747,69.25,25.34,69.24,41.47,4.8,38.271327795070576
B0018,102,1.3703251814242443,68.52,26.13,68.52,41.24,4.7392,38.44431897783935
B0018,103,1.3733464385229082,68.67,25.97,68.67,41.12,4.7543,38.4567045603344
B0018,104,1.3679487285504814,68.4,26.26,68.4,40.96,4.7353,38.51321070482653
B0018,105,1.3567141087089647,67.84,26.86,67.83,40.84,4.6878,38.66427230609814
B0018,106,1.4604310209194575,73.02,21.27,73.02,43.72,5.0933,37.117759545012696
B0018,107,1.4500998937104097,72.5,21.83,72.51,43.42,5.0581,37.66599214993621
B0018,108,1.4381406901824496,71.91,22.47,71.91,43.07,5.0162,37.960627296378775
B0018,109,1.4283681980964316,71.42,23.0,71.42,42.79,4.9766,37.843583235900304
B0018,110,1.4147874517552432,70.74,23.73,70.74,42.37,4.9225,37.70386654430651
B0018,111,1.4138891633931818,70.69,23.78,70.69,42.35,4.9144,37.602507942781926
B0018,112,1.3989331662177225,69.95,24.59,69.95,41.89,4.8612,37.76210774695271
B0018,113,1.3953322584033976,69.77,24.78,69.77,41.99,4.8467,38.307963863145964
B0018,114,1.390046129540245,69.5,25.07,69.5,41.84,4.8304,38.67562662855951
B0018,115,1.3860271454209647,69.3,25.28,69.3,41.52,4.8124,38.465014767124295
B0018,116,1.388215260193751,69.41,25.16,69.41,41.8,4.8135,38.20067324159929
B0018,117,1.3761826562394497,68.81,25.81,68.81,41.22,4.7688,37.91928891103033
B0018,118,1.3647168898640163,68.24,26.43,68.24,41.1,4.7201,37.88966309875926
B0018,119,1.3589854739373584,67.95,26.74,67.95,40.94,4.6973,37.82773949115715
B0018,120,1.34623087640088,67.31,27.43,67.31,40.56,4.6459,37.64818525006599
B0018,121,1.4268427818454643,71.34,23.08,71.34,42.73,4.9642,37.24067403454629
B0018,122,1.4064481483279665,70.32,24.18,70.32,42.12,4.8899,37.614601509632784
B0018,123,1.3934907492075153,69.67,24.88,69.68,41.96,4.8387,37.839370631605945
B0018,124,1.3882493512249316,69.41,25.16,69.41,41.58,4.8205,37.6972955351138
B0018,125,1.3701878338420928,68.51,26.14,68.51,41.27,4.7484,37.7426165995623
B0018,126,1.379695166560862,68.98,25.62,68.98,41.32,4.7842,37.684553693657726
B0018,127,1.3686586323935683,68.43,26.22,68.43,41.22,4.7406,38.1825631848398
B0018,128,1.3627371779096438,68.14,26.54,68.14,41.03,4.7237,38.61408664348295
B0018,129,1.3634051133928071,68.17,26.5,68.17,40.83,4.7319,38.60862909582973
B0018,130,1.3518646035305233,67.59,27.12,67.59,40.49,4.6787,38.51775158653511
B0018,131,1.3547969729652622,67.74,26.97,67.74,40.82,4.6846,38.40384878843207
